name,price,speed,modules,price_per_gb,first_word_latency,cas_latency,planks,size
Kingston FURY Beast RGB 16 GB,90.42,"[5, 4800]","[2, 8]",5.651,15.833,38.0,2,16
Corsair Vengeance LPX 32 GB,72.98,"[4, 3000]","[2, 16]",2.281,10.667,16.0,2,32
Corsair Dominator Platinum RGB 32 GB,184.99,"[4, 3600]","[4, 8]",5.781,10.0,18.0,2,32
Patriot Viper Elite II 16 GB,47.99,"[4, 4000]","[2, 8]",2.999,10.0,20.0,2,16
G.Skill Trident Z RGB 16 GB,54.99,"[4, 3000]","[2, 8]",3.437,10.667,16.0,2,16
Corsair Vengeance LPX 32 GB,69.98,"[4, 2666]","[2, 16]",2.187,12.003,16.0,2,32
G.Skill Trident Z Neo 32 GB,399.0,"[4, 3600]","[2, 16]",12.469,7.778,14.0,2,32
TEAMGROUP T-Force Zeus 32 GB,50.99,"[4, 3200]","[2, 16]",1.593,10.0,16.0,2,32
Corsair Vengeance 32 GB,114.99,"[5, 6000]","[2, 16]",3.593,12.0,36.0,2,32
TEAMGROUP T-Force Vulcan 32 GB,79.98,"[5, 5200]","[2, 16]",2.499,15.385,40.0,2,32
Kingston Fury Beast RGB Special Edition 32 GB,105.83,"[4, 3600]","[2, 16]",3.307,10.0,18.0,2,32
Corsair Vengeance RGB 32 GB,169.99,"[5, 7000]","[2, 16]",5.312,10.286,36.0,2,32
Kingston FURY Beast RGB 32 GB,119.99,"[5, 5200]","[2, 16]",3.75,15.385,40.0,2,32
G.Skill Trident Z5 32 GB,102.99,"[5, 6000]","[2, 16]",3.218,12.0,36.0,2,32
G.Skill Ripjaws X 8 GB,30.34,"[3, 1600]","[2, 4]",3.792,11.25,9.0,2,8
Corsair Vengeance LPX 8 GB,24.99,"[4, 3000]","[1, 8]",3.124,10.667,16.0,2,8
G.Skill TridentZ RGB 128 GB,1099.99,"[4, 3600]","[8, 16]",8.594,7.778,14.0,2,128
Patriot Viper Steel 16 GB,31.99,"[4, 3200]","[1, 16]",1.999,10.0,16.0,2,16
GeIL Orion AMD Edition 32 GB,57.99,"[4, 3200]","[2, 16]",1.812,10.0,16.0,2,32
TEAMGROUP T-Force Delta RGB 32 GB,132.99,"[5, 6600]","[2, 16]",4.156,10.303,34.0,2,32
Corsair Vengeance 32 GB,119.99,"[5, 6200]","[2, 16]",3.75,11.613,36.0,2,32
Corsair Dominator Platinum RGB 64 GB,344.99,"[5, 6200]","[4, 16]",5.39,10.323,32.0,2,64
G.Skill Ripjaws X 16 GB,56.9,"[3, 2400]","[2, 8]",3.556,9.167,11.0,2,16
Neo Forza FAYE 16 GB,39.99,"[4, 4400]","[2, 8]",2.499,8.636,19.0,2,16
Kingston FURY Beast RGB 8 GB,28.75,"[4, 3200]","[1, 8]",3.594,10.0,16.0,2,8
Corsair Vengeance 64 GB,216.47,"[5, 6000]","[2, 32]",3.382,10.0,30.0,2,64
G.Skill Ripjaws S5 64 GB,177.99,"[5, 5600]","[2, 32]",2.781,12.857,36.0,2,64
TEAMGROUP Elite Plus 16 GB,37.99,"[5, 4800]","[2, 8]",2.374,16.667,40.0,2,16
G.Skill Ripjaws S5 64 GB,187.99,"[5, 5600]","[2, 32]",2.937,10.714,30.0,2,64
Corsair Vengeance LPX 128 GB,289.99,"[4, 3600]","[4, 32]",2.266,10.0,18.0,2,128
G.Skill Ripjaws V 64 GB,129.99,"[4, 3200]","[2, 32]",2.031,10.0,16.0,2,64
G.Skill Trident Z Royal 16 GB,99.99,"[4, 4800]","[2, 8]",6.249,7.083,17.0,2,16
G.Skill Ripjaws V 16 GB,38.99,"[4, 3200]","[2, 8]",2.437,10.0,16.0,2,16
Corsair Dominator Platinum RGB 32 GB,134.99,"[4, 3600]","[2, 16]",4.218,10.0,18.0,2,32
Kingston FURY Renegade 32 GB,154.99,"[5, 6000]","[2, 16]",4.843,10.667,32.0,2,32
Corsair Vengeance LPX 32 GB,140.07,"[4, 4000]","[2, 16]",4.377,9.0,18.0,2,32
TEAMGROUP Elite Plus 32 GB,69.98,"[5, 4800]","[1, 32]",2.187,16.667,40.0,2,32
ADATA XPG SPECTRIX D50 16 GB,64.99,"[4, 3200]","[2, 8]",4.062,10.0,16.0,2,16
